Feature;Value
ApplicationName;GaitAnalysis
TestType;Broker
DeviceURL;http://192.168.2.125:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693168155.335903
ThreadStarted;1693168155.336822
WorkerResourceThreadStarted;1693168155.336822
DeviceConnected;1693168155.368714
Filename;0_2023_08_27_23_29_17_eLPlQ4HMy9kFQYW0AAAx.json
ProcessReady;1693168155.375326
FirstDataSent;1693168155.574762
FirstResponseReceived;1693168155.583504
TheadStopped;1693168166.061318
