Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;374679.175773
BluetoothConnected;374679.213986
ThreadStarted:374704.155922
SocketInitialized;374704.169828
DeviceConnected:374704.645445
FilenameTime:374704.745782
Filename:1_2023_09_19_08_31_51_210hYI9ddQFoXfKaAAAd.json
ProcessReady;374704.830212
FirstResponseReceived;374704.957859
