Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693163014.5364
ThreadStarted;1693163014.538397
WorkerResourceThreadStarted;1693163014.539396
DeviceConnected;1693163014.832335
Filename;0_2023_08_27_19_03_35_Tc__BJlG4VmcdhXdAAAb.json
ProcessReady;1693163014.879815
FirstDataSent;1693163015.037253
FirstResponseReceived;1693163015.083943
TheadStopped;1693163025.528533
