Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1695642477.886028
ThreadStarted;1695642477.887048
WorkerResourceThreadStarted;1695642477.888046
DeviceConnected;1695642478.399751
Filename;0_2023_09_25_11_47_58_ksuz1Tv-IAjoEV_UAACd.json
ProcessReady;1695642478.475487
FirstDataSent;1695642478.60995
FirstResponseReceived;1695642478.694331
TheadStopped;1695642489.093013
