Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1653791.743078
BluetoothConnected;1653791.792135
ThreadStarted:1653799.317223
AssignFogNode_Latitude;41.1073167
AssignFogNode_Longitude;28.7827155
AssignFogNodeRequested;1653799.320789
AssignWorkerDeviceRequested;1653799.556559
BrokerIPAssigned;1653799.555556
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;17.817096378779162
SocketInitialized;1653799.668734
WorkerDeviceAssigned;1653799.651756
WorkerIP;192.168.2.151
CPU_Usage;1.0126582278481067
DeviceConnected:1653799.976756
FilenameTime:1653800.039233
Filename:undefined_2023_08_18_14_39_00_vEb_QuF7S24a5OWjAAAX.json
FilenameTime:1653800.073554
Filename:1_2023_08_18_14_39_00_N7QcL0X7y0bOq2rnAAAV.json
ProcessReady;1653800.074729
FirstResponseReceived;1653800.132168
