Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692403993.007524
ThreadStarted;1692403993.008523
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692403993.008523
BrokerIPAssigned;1692403993.113025
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
AssignWorkerDeviceRequested;1692403993.113971
WorkerDeviceAssigned;1692403993.123288
WorkerIP;192.168.2.125
CPU_Usage;1.2626262626262652
WorkerResourceThreadStarted;1692403993.125311
BrokerResourceThreadStarted;1692403993.125311
CloudResourceThreadStarted;1692403993.12629
DeviceConnected;1692403993.161665
Filename;0_2023_08_19_03_13_14_K-CprjjDLzfYhsONAAAd.json
ProcessReady;1692403993.183573
FirstDataSent;1692403993.376362
FirstResponseReceived;1692403993.383752
TheadStopped;1692404003.863518
