Feature;Value
ApplicationName;GaitAnalysis
TestType;Broker
DeviceURL;http://192.168.2.125:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1682442.877902
BluetoothConnected;1682442.899635
ThreadStarted:1682459.737788
SocketInitialized;1682459.742605
DeviceConnected:1682459.826619
FilenameTime:1682459.846775
Filename:1_2023_08_18_23_07_14_CoChXI-nYhayDHodAAAc.json
ProcessReady;1682459.853024
FirstResponseReceived;1682459.888980
