Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;18000
TestDataRepeatCount;1
ThreadCreated;1645562.649191
BluetoothConnected;1645562.691510
ThreadStarted:1645581.287247
AssignFogNode_Latitude;41.1073293
AssignFogNode_Longitude;28.7827509
AssignFogNodeRequested;1645581.291570
AssignWorkerDeviceRequested;1645581.544622
BrokerIPAssigned;1645581.543610
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;17.815618448756158
SocketInitialized;1645581.653667
WorkerDeviceAssigned;1645581.640630
WorkerIP;192.168.2.151
CPU_Usage;1.2658227848101222
DeviceConnected:1645581.893255
FilenameTime:1645581.969593
Filename:undefined_2023_08_18_11_43_16_f90xLS6CiMWTv7HbAAAH.json
FilenameTime:1645582.079052
Filename:1_2023_08_18_11_43_16_bLvcZ17eutxGeT7XAAAD.json
ProcessReady;1645582.091462
FirstResponseReceived;1645582.219769
