Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692404141.739116
ThreadStarted;1692404141.740116
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692404141.740116
BrokerIPAssigned;1692404141.847052
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
AssignWorkerDeviceRequested;1692404141.847052
WorkerDeviceAssigned;1692404141.861045
WorkerIP;192.168.2.125
CPU_Usage;1.5113350125944613
WorkerResourceThreadStarted;1692404141.863045
BrokerResourceThreadStarted;1692404141.864043
CloudResourceThreadStarted;1692404141.865042
DeviceConnected;1692404141.914013
Filename;0_2023_08_19_03_15_42_3xODuEVTjEtsSE1hAAAp.json
ProcessReady;1692404141.942468
FirstDataSent;1692404142.124221
FirstResponseReceived;1692404142.132905
TheadStopped;1692404152.606372
