Feature;Value
ApplicationName;GaitAnalysis
TestType;Broker
DeviceURL;http://192.168.2.125:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1682258.046676
BluetoothConnected;1682258.068659
ThreadStarted:1682265.178488
SocketInitialized;1682265.183918
DeviceConnected:1682265.277699
FilenameTime:1682265.305033
Filename:1_2023_08_18_23_03_59_nEU-NEDpe8JoR6ZKAAAY.json
ProcessReady;1682265.311649
FirstResponseReceived;1682265.397990
