Feature;Value
ApplicationName;GaitAnalysis
TestType;Broker
DeviceURL;http://192.168.2.125:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1681971.537333
BluetoothConnected;1681971.560923
ThreadStarted:1681985.045269
SocketInitialized;1681985.050872
DeviceConnected:1681985.151823
FilenameTime:1681985.172167
Filename:1_2023_08_18_22_59_19_IG2JLE269Eo9zuNgAAAM.json
ProcessReady;1681985.176569
FirstResponseReceived;1681985.215530
