Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1671699.187933
BluetoothConnected;1671699.217910
ThreadStarted:1671722.003364
SocketInitialized;1671722.008636
DeviceConnected:1671722.575107
FilenameTime:1671722.677733
Filename:1_2023_08_18_17_08_11_fgthqxJRZ5C8ohI8AAAj.json
ProcessReady;1671722.732213
FirstResponseReceived;1671722.811788
