Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1671422.608199
BluetoothConnected;1671422.633816
ThreadStarted:1671452.965187
SocketInitialized;1671452.970147
DeviceConnected:1671453.475874
FilenameTime:1671453.636511
Filename:1_2023_08_18_16_33_50_l-IESAONEgLgxrulAAAb.json
ProcessReady;1671453.695003
FirstResponseReceived;1671453.783053
