Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1671031.114287
BluetoothConnected;1671031.138173
ThreadStarted:1671066.894441
SocketInitialized;1671066.899780
DeviceConnected:1671067.496389
FilenameTime:1671067.598951
Filename:1_2023_08_18_16_27_23_npEbYQtaac3ltca2AAAP.json
ProcessReady;1671067.658318
FirstResponseReceived;1671067.743635
