Feature;Value
ApplicationName;GaitAnalysis
TestType;Broker
DeviceURL;http://192.168.2.125:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1682069.603802
BluetoothConnected;1682069.629243
ThreadStarted:1682079.992635
SocketInitialized;1682079.998505
DeviceConnected:1682080.089669
FilenameTime:1682080.112890
Filename:1_2023_08_18_23_00_54_LLRQiIadmSubfbwwAAAQ.json
ProcessReady;1682080.118917
FirstResponseReceived;1682080.179327
