Feature;Value
ApplicationName;GaitAnalysis
TestType;Broker
DeviceURL;http://192.168.2.125:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1682790.074020
BluetoothConnected;1682790.096336
ThreadStarted:1682829.776656
SocketInitialized;1682829.781604
DeviceConnected:1682829.874284
FilenameTime:1682829.898920
Filename:1_2023_08_18_23_13_24_2TvcLKPtkMxyuEE5AAAk.json
ProcessReady;1682829.905645
FirstResponseReceived;1682829.963292
