Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1695642452.886138
ThreadStarted;1695642452.886834
WorkerResourceThreadStarted;1695642452.887839
DeviceConnected;1695642453.387063
Filename;0_2023_09_25_11_47_33_vAhZWd7_2tApRMmiAACb.json
ProcessReady;1695642453.470522
FirstDataSent;1695642453.604037
FirstResponseReceived;1695642453.687025
TheadStopped;1695642464.098904
