Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1654198.024624
BluetoothConnected;1654198.062832
ThreadStarted:1654208.432844
AssignFogNode_Latitude;41.1073167
AssignFogNode_Longitude;28.7827155
AssignFogNodeRequested;1654208.436991
AssignWorkerDeviceRequested;1654208.685040
BrokerIPAssigned;1654208.684186
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;17.817096378779162
SocketInitialized;1654208.795385
WorkerDeviceAssigned;1654208.782856
WorkerIP;192.168.2.151
CPU_Usage;1.2562814070351758
DeviceConnected:1654209.059192
FilenameTime:1654209.131690
Filename:undefined_2023_08_18_14_45_49_D0ZrgeNFYK6n5BHMAAAl.json
FilenameTime:1654209.169431
Filename:1_2023_08_18_14_45_49_Rcq6EcScSufrUoVkAAAj.json
ProcessReady;1654209.170694
FirstResponseReceived;1654209.222885
