Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692404287.923514
ThreadStarted;1692404287.923514
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692404287.923514
BrokerIPAssigned;1692404288.025567
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
AssignWorkerDeviceRequested;1692404288.025567
WorkerDeviceAssigned;1692404288.040558
WorkerIP;192.168.2.125
CPU_Usage;1.5113350125944613
WorkerResourceThreadStarted;1692404288.042559
BrokerResourceThreadStarted;1692404288.043559
CloudResourceThreadStarted;1692404288.045555
DeviceConnected;1692404288.088532
Filename;0_2023_08_19_03_18_08_-Gc4nDOCM7pXYgI8AAA1.json
ProcessReady;1692404288.114515
FirstDataSent;1692404288.293562
FirstResponseReceived;1692404288.301925
TheadStopped;1692404298.782265
