Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1654598.484301
BluetoothConnected;1654598.522846
ThreadStarted:1654630.952977
AssignFogNode_Latitude;41.1073304
AssignFogNode_Longitude;28.7826937
AssignFogNodeRequested;1654630.957220
AssignWorkerDeviceRequested;1654631.218033
BrokerIPAssigned;1654631.217100
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;17.81947344409186
SocketInitialized;1654631.321738
WorkerDeviceAssigned;1654631.308810
WorkerIP;192.168.2.151
CPU_Usage;1.2562814070351758
DeviceConnected:1654631.593368
FilenameTime:1654631.654753
Filename:undefined_2023_08_18_14_52_52_39I19ooiMXxj2LITAAAz.json
FilenameTime:1654631.690426
Filename:1_2023_08_18_14_52_51_X3sxA2VyYmoAawF0AAAx.json
ProcessReady;1654631.692291
FirstResponseReceived;1654631.785405
