Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692439495.680998
ThreadStarted;1692439495.681995
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692439495.681995
BrokerIPAssigned;1692439495.861558
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;0.5686438102936416
AssignWorkerDeviceRequested;1692439495.862538
WorkerDeviceAssigned;1692439495.973009
WorkerIP;212.253.104.215
CPU_Usage;2.0000000000000018
WorkerResourceThreadStarted;1692439495.975023
CloudResourceThreadStarted;1692439495.97601
DeviceConnected;1692439496.308584
Filename;undefined_2023_08_19_13_04_58_OGmiJlmHx-Zv8YTbAAAd.json
Filename;0_2023_08_19_13_04_57_NBlU9YwqU_K-p6fpAAAb.json
ProcessReady;1692439496.448398
FirstDataSent;1692439496.525638
FirstResponseReceived;1692439496.577566
TheadStopped;1692439507.009805
