Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1654345.520416
BluetoothConnected;1654345.559681
ThreadStarted:1654361.762340
AssignFogNode_Latitude;41.1073304
AssignFogNode_Longitude;28.7826937
AssignFogNodeRequested;1654361.767433
AssignWorkerDeviceRequested;1654362.023263
BrokerIPAssigned;1654362.022355
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;17.81947344409186
SocketInitialized;1654362.128483
WorkerDeviceAssigned;1654362.114580
WorkerIP;192.168.2.151
CPU_Usage;2.0050125313283207
DeviceConnected:1654362.423482
FilenameTime:1654362.489820
Filename:undefined_2023_08_18_14_48_22_8qIh6Yl26qY3-svmAAAr.json
FilenameTime:1654362.539157
Filename:1_2023_08_18_14_48_22_V4e9yQA6LQMAItG3AAAp.json
ProcessReady;1654362.540308
FirstResponseReceived;1654362.626779
