Feature;Value
ApplicationName;GaitAnalysis
TestType;Broker
DeviceURL;http://192.168.2.125:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693168082.285044
ThreadStarted;1693168082.285044
WorkerResourceThreadStarted;1693168082.286041
DeviceConnected;1693168082.320027
Filename;0_2023_08_27_23_28_04_k5h9ApTErnZmibXJAAAr.json
ProcessReady;1693168082.327164
FirstDataSent;1693168082.526255
FirstResponseReceived;1693168082.538843
TheadStopped;1693168093.00731
