Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Capacitance
7267,-0.96,-0.33,0.12,1.0,-4.74,-7.22,508
7287,-0.88,-0.35,0.17,6.79,-4.4,-9.77,506
7307,-0.85,-0.34,0.19,-1.06,-5.47,-6.36,506
7327,-0.82,-0.49,0.16,-4.63,-6.48,-4.94,506
7347,-0.81,-0.55,0.15,-0.76,-9.03,-0.64,506
7367,-0.81,-0.44,0.15,4.11,-5.36,-2.32,506
7388,-0.89,-0.34,0.17,10.13,-0.34,-3.05,506
7408,-0.91,-0.19,0.13,8.14,-3.06,-4.47,506
7429,-0.9,-0.22,0.07,7.9,-0.92,-10.07,506
7448,-0.95,-0.24,0.14,7.76,0.16,-10.79,506
7469,-0.96,-0.29,0.15,9.17,1.42,-16.24,506
7488,-0.93,-0.33,0.14,14.77,2.78,-18.79,506
7508,-1.04,-0.11,0.09,21.47,-0.2,-20.09,506
7528,-1.03,0.03,0.16,12.98,-6.77,-26.54,507
7548,-0.92,-0.16,0.24,7.09,-0.87,-31.51,508
7568,-0.84,-0.44,0.33,9.85,1.11,-31.93,508
7588,-0.73,-0.63,0.18,15.46,7.66,-23.95,508
7608,-0.73,-0.5,0.15,18.19,8.93,6.01,508
7628,-0.84,-0.26,0.21,13.92,6.35,34.84,508
7648,-0.97,-0.14,0.2,-12.45,-6.95,58.07,508
7668,-0.94,-0.2,0.14,-20.3,-11.09,71.97,509
7688,-0.9,-0.32,0.2,-2.22,-0.2,71.72,509
7708,-0.88,-0.29,0.21,19.78,7.22,69.04,509
7729,-0.92,-0.15,0.22,23.05,9.05,69.72,509
7749,-0.95,-0.12,0.16,11.81,1.11,61.09,509
7770,-0.99,-0.14,0.21,1.6,-2.6,59.72,509
7789,-0.94,-0.17,0.22,-3.86,-5.32,52.71,509
7810,-0.9,-0.18,0.2,-4.92,-4.8,49.87,509
7829,-0.91,-0.09,0.2,-7.32,-6.13,50.28,509
7849,-0.99,-0.08,0.15,-12.77,-9.97,41.01,509
7869,-0.98,-0.13,0.18,-19.44,-12.74,38.92,509
7889,-0.9,-0.17,0.18,-15.06,-9.39,37.03,509
7909,-0.9,-0.18,0.17,-13.06,-8.61,37.15,509
7929,-0.87,-0.15,0.19,-10.02,-8.8,39.67,509
7949,-0.85,-0.13,0.17,-6.15,-7.09,34.13,509
7969,-0.91,-0.19,0.17,-4.68,-3.68,31.26,509
7989,-0.88,-0.16,0.19,0.11,-2.14,31.03,509
8009,-0.84,-0.13,0.17,6.04,2.58,25.23,509
8029,-0.89,-0.12,0.15,4.54,3.03,20.36,509
8049,-0.93,-0.05,0.19,-2.08,-1.59,15.73,509
8070,-0.89,-0.14,0.21,-1.0,-0.08,5.06,509
8090,-0.91,-0.12,0.18,1.84,3.6,-4.94,509
8111,-0.87,-0.08,0.18,-6.48,1.94,-8.5,509
8130,-0.88,-0.07,0.2,-17.03,1.57,-14.82,509
8151,-0.92,-0.12,0.13,-34.8,-7.33,-24.38,509
8170,-0.92,-0.07,0.14,-42.86,-7.73,-31.72,508
8190,-0.93,0.0,0.11,-57.92,-7.3,-45.93,508
8210,-0.97,-0.1,0.26,-67.26,-9.96,-45.34,508
8230,-1.08,-0.14,0.48,-41.82,6.99,-17.34,508
8250,-1.19,-0.03,0.35,-23.87,7.58,-24.25,508
8270,-1.09,-0.17,0.09,-47.53,-14.51,-53.63,508
8290,-0.78,-0.4,-0.07,-44.66,-5.33,-49.63,507
8310,-0.75,-0.51,-0.04,-8.82,21.08,-36.42,507
8330,-0.87,-0.42,0.22,-0.1,24.44,-40.07,506
8350,-0.87,-0.36,0.45,-7.12,13.74,-40.8,507
8370,-0.79,-0.35,0.3,-5.55,18.61,-37.09,507
8390,-0.9,-0.35,0.05,-12.4,17.2,-31.51,507
8411,-0.89,-0.29,-0.06,-10.98,20.74,-29.25,506
8430,-0.96,-0.23,-0.0,-13.35,19.94,-23.43,507
8451,-0.93,-0.27,0.12,-29.55,12.41,-20.83,507
8470,-0.86,-0.44,0.13,-32.86,9.54,-24.04,507
8491,-0.86,-0.44,0.07,-19.18,14.9,-17.58,507
8510,-0.91,-0.37,-0.0,-16.59,13.46,-16.12,507
8530,-0.9,-0.33,-0.04,-13.21,19.05,-14.97,507
8550,-0.96,-0.24,0.07,-17.02,14.41,-15.25,507
8570,-0.87,-0.38,0.07,-12.54,12.15,-20.32,507
8590,-0.85,-0.37,0.02,-0.73,18.61,-18.62,506
8610,-0.93,-0.26,0.05,-1.4,14.53,-17.14,506
8630,-0.93,-0.25,0.05,-9.5,8.16,-18.88,506
8650,-0.92,-0.28,0.04,-13.84,7.2,-19.14,505
8670,-0.9,-0.37,0.06,-15.81,1.81,-21.6,506
8690,-0.84,-0.41,-0.0,-5.03,6.99,-21.23,506
8710,-0.93,-0.28,-0.0,0.73,9.95,-21.87,506
8730,-0.94,-0.18,0.05,-4.05,6.87,-25.51,505
8751,-0.88,-0.28,0.1,-8.94,1.69,-30.64,505
8770,-0.85,-0.36,0.1,-6.51,5.19,-33.37,505
8791,-0.86,-0.33,-0.03,-8.88,5.52,-31.87,506
8810,-0.91,-0.44,0.01,-16.82,-2.31,-33.26,505
8830,-0.8,-0.59,0.01,-11.05,1.4,-36.22,505
8850,-0.85,-0.48,0.02,9.66,12.39,-35.38,505
8870,-0.97,-0.13,0.01,17.9,15.13,-40.28,505
8890,-0.96,-0.02,-0.02,14.48,17.74,-52.58,505
8910,-1.02,-0.1,-0.0,23.18,17.48,-71.32,506
8930,-1.11,-0.11,-0.07,37.64,16.01,-86.62,506
8950,-1.14,-0.3,0.06,44.63,12.18,-106.56,507
8970,-0.98,-0.59,0.28,76.05,24.03,-130.65,507
8990,-1.11,-0.61,0.35,118.79,47.89,-143.95,510
9010,-1.27,-0.62,0.4,129.05,47.42,-158.53,513
9030,-1.29,-0.29,0.57,113.49,34.9,-136.74,515
9051,-0.89,-0.18,0.39,66.8,15.49,-112.24,515
9070,-0.79,-0.42,0.14,19.03,1.74,-98.39,514
9091,-0.73,-0.55,-0.03,-28.37,-11.41,-85.31,513
9110,-0.57,-0.91,-0.04,-34.8,-12.71,-74.44,513
9131,-0.35,-1.22,0.05,9.85,14.47,-60.61,513
9150,-0.47,-0.97,0.16,70.08,41.6,-22.59,513
9170,-0.26,-0.64,0.26,82.56,43.17,37.7,512
9190,-0.48,-0.44,0.03,44.76,31.71,83.82,512
9210,-0.57,-0.52,0.07,-3.09,7.25,127.39,511
9230,-0.48,-0.67,0.09,-16.98,-8.66,158.14,511
9250,-0.45,-0.79,0.08,5.58,-3.47,179.85,511
9270,-0.62,-0.65,0.15,25.26,-1.96,203.39,510
9290,-0.74,-0.49,0.21,-0.54,-23.53,225.18,510
9310,-0.76,-0.52,0.22,-35.12,-40.19,233.67,509
9330,-0.84,-0.48,0.21,-60.47,-50.4,239.9,508
9350,-0.87,-0.43,0.24,-66.39,-57.71,234.25,507
9370,-0.79,-0.35,0.29,-59.11,-43.99,226.11,505
9391,-0.82,-0.53,0.14,-66.45,-45.33,179.27,504
9410,-0.91,-0.54,0.35,-48.77,-34.11,170.04,504
9431,-0.8,-0.35,0.1,-26.31,-29.29,133.81,505
9450,-0.98,-0.22,0.07,-3.21,-3.87,76.25,505
9470,-1.01,0.06,0.05,-13.63,-18.06,42.98,506
9490,-0.89,-0.18,-0.04,-14.33,-13.12,-23.51,507
9510,-0.79,-0.36,0.03,-4.88,-1.01,-61.66,506
9530,-0.69,-0.55,0.02,-8.85,5.29,-92.15,506
9550,-0.72,-0.52,0.45,26.22,44.42,-60.3,505
9570,-1.6,0.3,0.69,37.87,65.0,-1.92,506
9590,-1.55,0.12,0.12,-76.68,-64.25,-66.18,507
9610,-0.51,-0.62,-0.09,-109.31,-32.14,-77.81,507
9630,-0.45,-1.11,-0.1,-23.06,25.66,-48.19,507
9650,-1.03,-0.67,-0.01,50.82,51.94,-40.35,507
9670,-1.02,0.04,0.31,15.02,27.32,-35.19,507
9691,-0.82,-0.06,0.29,-50.44,-1.74,-26.7,506
9710,-0.79,-0.43,0.15,-50.47,8.12,-31.55,506
9731,-0.9,-0.48,0.04,-23.79,17.02,-28.62,506
9750,-0.84,-0.45,0.08,5.4,28.7,-29.41,506
9771,-0.96,-0.32,0.09,16.45,34.01,-31.57,506
9790,-0.99,-0.14,0.04,0.88,18.93,-29.02,506
9810,-0.91,-0.25,-0.02,-11.93,16.27,-33.57,506
9830,-0.92,-0.31,-0.05,-19.05,14.82,-28.06,506
9850,-0.89,-0.42,0.04,-14.5,12.56,-31.57,506
9870,-0.89,-0.37,0.1,-8.11,16.41,-28.68,506
9890,-0.86,-0.32,0.07,-17.6,7.78,-26.15,506
9910,-0.84,-0.48,0.08,-18.8,7.13,-28.42,506
9930,-0.82,-0.48,0.08,-5.64,12.42,-25.49,505
9950,-0.88,-0.34,0.07,-0.22,14.56,-23.49,505
9970,-0.9,-0.28,0.08,-5.78,11.89,-23.95,505
9990,-0.87,-0.34,0.1,-14.02,7.66,-24.53,505
10010,-0.84,-0.41,0.06,-14.33,7.19,-26.45,505
10031,-0.86,-0.41,-0.02,2.85,16.39,-29.29,505
10050,-0.92,-0.3,0.02,5.55,11.13,-29.29,505
10071,-0.9,-0.34,0.1,-3.29,4.07,-33.64,505
10090,-0.87,-0.37,0.07,-2.82,4.64,-33.57,505
10110,-0.9,-0.28,-0.01,3.69,8.35,-37.2,505
10130,-0.94,-0.16,-0.04,5.27,10.45,-44.18,505
10150,-0.98,-0.11,0.05,7.78,9.57,-58.88,505
10170,-0.88,-0.19,0.03,16.42,12.52,-70.64,505
10190,-0.9,-0.36,0.05,17.66,14.94,-82.48,506
10210,-0.88,-0.67,0.21,40.16,24.47,-100.9,507
10230,-1.12,-0.61,0.1,79.82,35.0,-111.72,508
10250,-1.52,-0.45,0.27,105.98,46.47,-134.04,510
10270,-1.76,-0.32,0.37,138.1,49.51,-159.31,513
10290,-1.84,0.18,0.45,158.16,52.35,-154.97,516
10310,-1.4,0.13,0.36,104.16,18.03,-147.09,517
10331,-0.91,-0.19,0.19,12.97,-36.22,-125.58,515
10350,-0.46,-0.58,-0.1,-75.81,-52.92,-100.67,513
10371,-0.55,-0.93,-0.11,-85.52,-26.75,-86.53,513
10390,-0.31,-1.21,-0.19,-45.02,-25.76,-50.91,512
10411,-0.17,-1.36,-0.08,22.01,1.05,-26.97,511
10430,-0.11,-0.93,-0.03,76.22,21.74,9.85,510
10450,-0.22,-0.61,0.07,86.92,31.13,66.89,510
10470,-0.22,-0.48,0.04,24.16,-7.32,110.69,509
10490,-0.27,-0.66,0.16,-12.66,-17.84,143.27,508
10510,-0.21,-0.79,0.12,-17.99,-25.06,174.51,508
10530,-0.27,-0.79,0.15,-11.08,-21.88,197.39,509
10550,-0.41,-0.71,0.18,0.62,-18.72,217.27,509
10570,-0.57,-0.63,0.19,-3.18,-23.91,232.77,509
10590,-0.66,-0.61,0.23,-18.33,-24.16,238.02,509
10610,-0.71,-0.5,0.22,-37.5,-30.72,238.86,508
