Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692404190.526232
ThreadStarted;1692404190.526232
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692404190.526232
BrokerIPAssigned;1692404190.635195
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
AssignWorkerDeviceRequested;1692404190.635195
WorkerDeviceAssigned;1692404190.648186
WorkerIP;192.168.2.125
CPU_Usage;1.0075566750629705
WorkerResourceThreadStarted;1692404190.651184
BrokerResourceThreadStarted;1692404190.655182
CloudResourceThreadStarted;1692404190.65819
DeviceConnected;1692404190.691162
Filename;0_2023_08_19_03_16_31_EqX3VWzlxdFlzlEEAAAt.json
ProcessReady;1692404190.720144
FirstDataSent;1692404190.89649
FirstResponseReceived;1692404190.904668
TheadStopped;1692404201.379721
