Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1637808.334452
BluetoothConnected;1637808.361971
ThreadStarted:1637828.147566
AssignFogNode_Latitude;41.1073293
AssignFogNode_Longitude;28.7827509
AssignFogNodeRequested;1637828.149958
AssignWorkerDeviceRequested;1637828.433065
BrokerIPAssigned;1637828.431999
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
SocketInitialized;1637828.467446
WorkerDeviceAssigned;1637828.460294
WorkerIP;192.168.2.151
CPU_Usage;1.2562814070351758
DeviceConnected:1637828.548690
FilenameTime:1637828.575908
Filename:1_2023_08_18_09_33_56_4JIJB0pIdg9i9fa0AAA7.json
ProcessReady;1637828.588133
FirstResponseReceived;1637828.646792
