Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692404458.838777
ThreadStarted;1692404458.839775
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692404458.839775
BrokerIPAssigned;1692404458.951711
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
AssignWorkerDeviceRequested;1692404458.951711
WorkerDeviceAssigned;1692404458.966703
WorkerIP;192.168.2.125
CPU_Usage;1.5037593984962405
WorkerResourceThreadStarted;1692404458.968701
BrokerResourceThreadStarted;1692404458.9697
CloudResourceThreadStarted;1692404458.973701
DeviceConnected;1692404459.02367
Filename;0_2023_08_19_03_20_59_DQr5r4AQ6MoSpP8QAABD.json
ProcessReady;1692404459.046659
FirstDataSent;1692404459.237527
FirstResponseReceived;1692404459.245032
TheadStopped;1692404469.727726
