Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;18000
TestDataRepeatCount;1
ThreadCreated;1666343.950610
BluetoothConnected;1666343.976955
ThreadStarted:1666352.719495
SocketInitialized;1666352.724853
DeviceConnected:1666353.285980
FilenameTime:1666353.359739
Filename:1_2023_08_18_15_08_49_dFc17_FGpU-8n9QfAAAJ.json
ProcessReady;1666353.478262
FirstResponseReceived;1666353.579590
SocketConnectError:1667063.260323
SocketDisconnected:1667063.287850
SocketConnectError:1667074.716999
SocketConnectError:1667086.307320
SocketConnectError:1667099.134836
SocketConnectError:1667114.173604
SocketConnectError:1667129.222603
SocketConnectError:1667144.260793
SocketConnectError:1667159.296261
SocketConnectError:1667174.332905
SocketConnectError:1667189.364214
SocketConnectError:1667204.402651
SocketConnectError:1667219.436546
SocketConnectError:1667234.475333
SocketConnectError:1667249.511645
SocketConnectError:1667264.547636
SocketConnectError:1667279.579637
SocketConnectError:1667294.615491
SocketConnectError:1667309.655934
SocketConnectError:1667324.699236
SocketConnectError:1667339.736000
SocketConnectError:1667354.771777
SocketConnectError:1667369.808162
SocketConnectError:1667384.845538
SocketConnectError:1667399.871982
SocketConnectError:1667414.910110
SocketConnectError:1667429.944355
SocketConnectError:1667444.982054
SocketConnectError:1667460.018605
SocketConnectError:1667475.056326
SocketConnectError:1667490.092839
SocketConnectError:1667505.128698
SocketConnectError:1667520.165999
DeviceConnected:1667525.657509
FilenameTime:1667525.758891
Filename:1_2023_08_18_15_28_21_b2-43Xd-wNSZbFWYAAAL.json
ProcessReady;1667525.858739
