Feature;Value
ApplicationName;GaitAnalysis
TestType;Broker
DeviceURL;http://192.168.2.125:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693168057.929855
ThreadStarted;1693168057.930773
WorkerResourceThreadStarted;1693168057.930773
DeviceConnected;1693168057.967032
Filename;0_2023_08_27_23_27_40_CIYPF23ZhKiu1agEAAAp.json
ProcessReady;1693168057.974295
FirstDataSent;1693168058.173457
FirstResponseReceived;1693168058.187382
TheadStopped;1693168068.682088
