Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Capacitance

7269,-0.93,-0.22,0.1,0.18,-1.65,-11.71,491

7289,-0.92,-0.24,0.07,-0.49,-1.5,-6.53,488

7309,-0.93,-0.24,0.07,1.56,0.39,-6.43,488

7329,-0.95,-0.22,0.08,0.94,2.1,-8.3,488

7349,-0.92,-0.27,0.08,-2.25,0.59,1.96,488

7369,-0.89,-0.34,0.08,5.83,2.78,-13.03,489

7389,-0.89,-0.35,0.09,18.59,7.95,-11.43,489

7409,-0.94,-0.28,0.1,23.92,9.51,-8.02,489

7430,-0.93,-0.18,0.11,22.35,7.84,-25.02,489

7450,-0.95,-0.17,0.11,20.21,9.8,-15.46,490

7471,-0.97,-0.14,0.11,14.01,7.37,-22.63,491

7490,-0.92,-0.18,0.14,5.42,4.17,-33.63,490

7511,-0.92,-0.25,0.11,6.17,4.55,-22.45,491

7530,-0.98,-0.22,0.11,11.49,6.55,-28.41,491

7550,-0.97,-0.3,0.18,16.0,5.62,-39.72,492

7570,-0.93,-0.29,0.2,23.42,10.56,-41.74,493

7590,-0.89,-0.23,0.18,25.42,13.84,-51.09,496

7610,-0.94,-0.2,0.18,12.24,12.91,-31.37,497

7630,-0.92,-0.28,0.18,-8.26,4.58,-44.28,497

7650,-0.91,-0.36,0.15,-32.0,-9.38,-28.44,497

7670,-0.72,-0.66,0.07,-37.8,-14.89,-27.35,497

7690,-0.83,-0.62,0.13,-15.53,-16.22,9.85,496

7710,-0.95,-0.3,0.13,-12.73,-28.26,23.44,497

7730,-0.98,-0.27,0.13,-19.45,-36.48,50.06,497

7750,-0.91,-0.41,0.22,-6.46,-30.6,46.57,498

7771,-0.88,-0.34,0.21,9.98,-21.04,69.55,499

7790,-0.87,-0.21,0.19,12.59,-21.59,81.81,498

7811,-0.85,-0.25,0.18,15.28,-19.33,83.07,498

7830,-0.88,-0.29,0.19,21.14,-15.15,81.0,498

7851,-0.92,-0.21,0.16,17.13,-18.29,85.07,497

7870,-0.91,-0.18,0.15,12.62,-20.63,76.37,496

7890,-0.89,-0.14,0.11,4.47,-24.06,68.89,496

7910,-0.86,-0.16,0.16,-6.34,-26.98,73.14,495

7930,-0.8,-0.22,0.15,-9.06,-26.09,39.9,495

7950,-0.86,-0.28,0.15,-5.41,-19.62,45.53,495

7970,-0.89,-0.17,0.15,-3.45,-15.44,42.88,495

7990,-0.9,-0.16,0.11,-9.12,-15.87,33.68,495

8010,-0.87,-0.23,0.17,-10.19,-13.07,22.67,495

8030,-0.85,-0.27,0.17,-3.18,-6.29,12.26,495

8050,-0.88,-0.25,0.14,2.78,2.03,-2.6,495

8070,-0.9,-0.2,0.18,2.61,4.62,2.47,495

8090,-0.88,-0.11,0.13,-5.36,6.23,-6.44,495

8111,-0.86,-0.16,0.15,-17.42,4.99,-21.8,495

8130,-0.9,-0.2,0.09,-27.68,10.27,-31.77,494

8151,-1.04,-0.29,0.27,-25.82,19.08,-37.23,495

8170,-1.14,-0.18,0.39,-24.37,8.24,-10.82,495

8190,-1.06,-0.07,0.24,-31.25,4.01,-12.69,495

8210,-0.97,-0.16,0.14,-48.73,-2.11,-31.09,495

8230,-0.82,-0.34,0.1,-44.72,2.3,-23.48,495

8250,-0.9,-0.38,0.01,-15.35,21.72,-29.06,495

