Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693163187.72951
ThreadStarted;1693163187.730734
WorkerResourceThreadStarted;1693163187.730734
DeviceConnected;1693163188.035526
Filename;0_2023_08_27_19_06_28_0M_AH_jGVczJdL5cAAAp.json
ProcessReady;1693163188.087234
FirstDataSent;1693163188.24516
FirstResponseReceived;1693163188.29543
TheadStopped;1693163198.728511
