Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Capacitance
7264,-0.89,-0.34,0.08,-0.45,-1.44,-0.37,510
7284,-0.88,-0.35,0.1,1.89,-0.72,-0.68,507
7304,-0.9,-0.32,0.09,4.56,-0.35,-0.71,507
7324,-0.91,-0.28,0.07,0.22,-1.24,0.24,507
7345,-0.91,-0.34,0.07,0.39,-1.34,0.04,507
7365,-0.9,-0.31,0.07,3.9,-0.43,-0.71,507
7386,-0.9,-0.3,0.08,3.31,0.43,-0.94,507
7405,-0.9,-0.34,0.09,3.89,-0.4,-2.14,507
7426,-0.9,-0.35,0.08,5.84,-0.08,-2.36,507
7445,-0.89,-0.35,0.07,7.32,-0.93,-2.91,507
7465,-0.89,-0.37,0.08,13.92,3.04,-3.72,507
7485,-0.91,-0.29,0.08,14.21,2.66,-3.62,507
7505,-0.92,-0.25,0.07,6.16,-1.94,-3.67,507
7525,-0.94,-0.23,0.05,1.72,-4.26,-5.32,507
7545,-0.86,-0.4,0.1,3.18,-4.11,-8.19,507
7565,-0.86,-0.51,0.09,18.91,4.15,-8.54,507
7585,-0.91,-0.33,0.01,23.49,2.76,-5.53,507
7605,-1.02,-0.11,-0.08,25.44,3.76,-10.3,507
7625,-1.03,0.01,0.03,32.48,4.72,-17.24,507
7645,-0.98,0.06,0.11,24.88,-0.99,-23.29,507
7665,-1.06,0.08,0.1,4.96,-11.68,-31.07,507
7686,-0.99,-0.0,0.09,-14.86,-23.04,-43.49,506
7706,-0.89,-0.24,0.13,-22.3,-20.26,-55.94,507
7727,-0.88,-0.45,0.2,-16.71,-20.99,-57.61,509
7746,-0.85,-0.47,0.21,-11.46,-21.47,-50.88,510
7767,-0.82,-0.46,0.19,-6.22,-12.89,-49.5,511
7786,-0.85,-0.51,0.18,1.32,-5.51,-47.04,512
7806,-0.85,-0.52,0.19,1.34,-7.01,-42.16,512
7826,-0.75,-0.59,0.19,1.84,-1.76,-39.62,512
7846,-0.77,-0.65,0.21,7.75,3.71,-36.42,511
7866,-0.78,-0.56,0.2,14.24,4.58,-19.58,511
7886,-0.87,-0.4,0.17,10.41,2.0,4.33,511
7906,-0.95,-0.36,0.19,2.68,-3.79,22.57,511
7926,-0.89,-0.37,0.18,-8.17,-12.49,39.26,511
7946,-0.85,-0.43,0.2,-4.51,-10.05,52.83,511
7966,-0.83,-0.43,0.22,3.61,-5.21,66.04,511
7986,-0.87,-0.38,0.15,2.96,-8.31,78.32,511
8006,-0.89,-0.36,0.16,-4.78,-11.07,87.54,511
8027,-0.83,-0.36,0.17,-11.0,-18.63,97.64,511
8046,-0.82,-0.37,0.18,-12.74,-16.09,96.24,510
8067,-0.84,-0.38,0.19,-8.08,-9.25,98.28,510
8086,-0.81,-0.34,0.16,-7.38,-11.41,98.15,509
8107,-0.83,-0.37,0.11,-2.39,-4.08,90.07,509
8126,-0.85,-0.33,0.18,3.8,-0.15,90.25,509
8146,-0.8,-0.19,0.1,4.54,-0.21,85.05,509
8166,-0.9,-0.17,0.15,1.23,1.34,69.54,509
8186,-0.88,-0.25,0.16,6.13,4.56,57.95,510
8206,-0.88,-0.11,0.12,14.16,8.58,47.77,510
8226,-0.93,-0.08,0.09,3.2,5.76,28.96,510
8246,-0.88,-0.11,0.18,-3.64,5.39,19.11,509
8266,-0.92,-0.1,0.13,-11.98,-2.11,1.52,509
8286,-0.93,-0.14,0.16,-21.73,-3.71,-8.85,509
8306,-0.88,-0.13,0.17,-31.5,-5.74,-15.09,509
8326,-0.92,-0.07,0.16,-44.37,-9.13,-27.07,509
8346,-0.98,-0.23,0.08,-54.4,-14.0,-42.86,509
8367,-1.05,-0.21,0.34,-27.2,4.35,-29.07,509
8386,-1.2,0.09,0.27,-6.8,11.36,-18.43,509
8407,-1.13,0.15,0.15,-42.11,-9.74,-30.07,509
8426,-0.85,-0.17,0.07,-76.85,-23.94,-34.01,509
8446,-0.79,-0.46,0.08,-56.27,-7.15,-30.37,508
8466,-0.89,-0.52,0.12,-27.75,4.7,-37.23,508
8486,-0.76,-0.46,0.22,-13.17,7.21,-34.17,508
8506,-0.94,-0.32,0.21,-5.72,16.17,-31.9,508
8526,-0.89,-0.33,0.14,-7.5,15.76,-30.86,508
8546,-0.9,-0.25,0.11,0.18,21.62,-29.72,508
8566,-1.0,-0.01,0.07,-23.3,10.43,-17.49,507
8586,-0.83,-0.25,0.15,-43.76,3.36,-24.28,507
8606,-0.84,-0.41,0.27,-26.59,15.45,-27.32,507
8626,-0.88,-0.31,0.2,-20.83,14.52,-24.71,507
8646,-0.83,-0.49,0.07,-14.69,18.06,-28.04,507
8667,-0.9,-0.5,-0.03,-3.65,19.79,-24.71,507
8686,-0.91,-0.41,-0.02,2.33,20.03,-24.52,507
8707,-0.89,-0.41,0.04,3.31,18.15,-23.35,507
8726,-0.87,-0.45,0.07,7.72,18.12,-24.45,507
8747,-0.9,-0.43,0.02,13.51,18.69,-25.01,507
8766,-0.91,-0.35,0.03,15.87,15.59,-25.98,507
8786,-0.88,-0.32,0.08,25.08,15.69,-30.75,507
8806,-0.92,-0.29,0.07,29.61,14.01,-29.91,508
8826,-0.85,-0.27,-0.02,22.04,17.56,-27.03,508
8846,-0.89,-0.34,0.02,12.53,13.83,-27.91,507
8866,-0.92,-0.31,0.04,12.24,13.02,-27.32,507
8886,-0.89,-0.28,-0.02,4.71,12.55,-26.13,507
8906,-0.89,-0.32,0.02,-0.6,10.55,-29.64,507
8926,-0.9,-0.31,0.05,-2.16,9.72,-30.25,507
8946,-0.86,-0.36,0.05,-3.14,8.85,-33.72,508
8966,-0.82,-0.41,0.03,-2.25,9.31,-34.1,507
8986,-0.9,-0.42,0.06,-4.28,8.26,-33.32,507
9007,-0.88,-0.46,0.02,-1.67,4.05,-35.01,507
9026,-0.85,-0.37,0.01,-3.58,-0.21,-32.71,507
9047,-0.92,-0.47,0.07,0.99,2.58,-41.26,507
9066,-0.84,-0.46,0.04,13.46,5.43,-43.26,507
9086,-0.87,-0.4,0.01,17.22,10.87,-47.01,507
9106,-0.89,-0.46,0.07,23.43,11.36,-54.89,508
9126,-0.91,-0.38,0.15,40.96,14.67,-64.17,508
9146,-1.03,-0.18,0.0,47.38,18.67,-70.08,509
9166,-1.19,-0.13,-0.01,47.55,19.79,-90.74,511
9186,-1.46,-0.27,0.27,47.12,18.99,-115.3,512
9206,-1.32,-0.54,0.26,64.48,24.4,-138.78,515
9226,-1.3,-0.34,0.36,115.87,44.55,-140.83,516
9246,-1.23,-0.17,0.34,102.09,31.56,-134.91,517
9266,-0.97,-0.42,0.18,58.48,12.89,-125.26,516
9286,-0.73,-0.58,0.05,-0.94,-26.63,-102.27,516
9307,-0.56,-0.75,-0.0,-41.4,-36.98,-81.09,514
9326,-0.55,-0.9,-0.05,-39.5,-26.05,-72.71,514
9347,-0.37,-0.96,-0.2,-30.97,-30.32,-38.01,513
9366,-0.32,-0.87,0.05,-4.75,-12.12,-21.79,512
9387,-0.13,-1.05,-0.07,14.38,-15.16,-0.04,511
9406,-0.22,-0.73,0.25,58.3,28.69,59.09,511
9426,-0.25,-0.59,0.14,18.02,-19.59,110.38,511
9446,-0.26,-0.6,0.15,-12.19,-25.77,146.44,510
9466,-0.39,-0.69,0.1,-22.45,-29.34,180.68,510
9486,-0.46,-0.75,0.23,-12.07,-24.5,202.59,511
9506,-0.51,-0.76,0.24,3.64,-22.64,224.02,511
9526,-0.67,-0.58,0.26,-5.96,-27.51,241.41,511
9546,-0.76,-0.5,0.29,-38.46,-46.02,238.86,510
9566,-0.69,-0.65,0.22,-51.21,-51.18,234.06,509
9586,-0.72,-0.6,0.21,-42.53,-38.21,232.3,508
9606,-0.83,-0.47,0.27,-32.89,-36.35,219.87,507
9626,-0.86,-0.46,0.26,-25.36,-21.34,207.8,507
9647,-1.0,-0.48,0.05,-10.39,-15.01,147.78,507
9666,-1.09,-0.2,0.15,3.63,-3.04,123.29,506
9687,-0.97,-0.03,-0.02,2.59,-4.5,82.53,507
9706,-1.12,0.08,0.02,-3.99,-6.12,19.57,507
9726,-0.96,0.05,0.02,-25.35,-17.07,-25.68,507
9746,-0.72,-0.32,-0.02,-46.22,-21.33,-72.66,507
9766,-0.46,-0.61,-0.01,-55.85,-17.37,-90.54,506
9786,-0.64,-0.47,0.3,-0.54,39.62,-44.86,506
9806,-1.69,0.32,0.63,45.31,82.24,14.73,508
9826,-1.76,0.29,0.27,-38.3,-46.47,-69.1,509
9846,-0.67,-0.3,-0.07,-105.3,-42.35,-83.52,509
9866,-0.37,-0.81,-0.22,-57.61,5.01,-43.94,508
9886,-0.89,-0.76,-0.03,21.28,46.3,-46.72,507
9906,-0.98,-0.24,0.28,24.79,35.05,-47.07,507
9926,-0.94,-0.05,0.26,-29.43,10.37,-34.94,507
9947,-0.71,-0.36,0.11,-57.01,0.27,-29.79,507
9966,-0.75,-0.65,0.08,-26.66,26.43,-34.57,506
9987,-0.98,-0.31,0.11,0.89,35.68,-29.36,507
10006,-0.98,-0.1,0.01,-12.36,20.99,-29.72,507
10027,-0.95,-0.17,0.06,-28.77,8.03,-31.29,507
10046,-0.9,-0.36,0.07,-33.56,5.07,-32.2,507
10066,-0.81,-0.52,0.04,-18.05,12.63,-35.93,507
10086,-0.84,-0.5,0.02,3.26,21.07,-35.5,506
10106,-0.93,-0.43,0.02,2.7,15.79,-34.3,506
10126,-0.85,-0.4,0.03,-7.18,10.92,-30.19,507
10146,-0.83,-0.5,0.12,-8.54,9.85,-29.07,506
10166,-0.84,-0.45,0.1,-3.79,11.07,-27.32,506
10186,-0.84,-0.41,0.04,-4.16,11.27,-25.04,507
10206,-0.85,-0.4,0.07,-0.27,14.14,-25.91,506
10226,-0.93,-0.28,0.05,0.54,12.52,-25.5,506
10246,-0.91,-0.32,0.04,0.38,10.08,-30.14,506
10266,-0.85,-0.37,0.04,2.09,11.05,-33.04,506
10287,-0.89,-0.33,0.07,8.42,13.59,-36.27,507
10306,-0.9,-0.27,0.06,6.88,10.15,-38.39,507
10327,-0.84,-0.37,0.01,6.47,10.75,-42.81,506
10346,-0.88,-0.43,0.01,8.83,11.56,-45.53,506
10366,-0.87,-0.4,0.03,12.19,11.79,-47.38,506
10386,-0.89,-0.4,-0.02,8.3,10.17,-49.36,506
10406,-0.88,-0.45,-0.0,2.65,9.02,-53.04,506
10426,-0.88,-0.49,0.08,11.2,13.74,-59.44,507
10446,-0.88,-0.39,0.07,32.38,23.47,-65.94,508
10466,-0.95,-0.25,-0.0,36.77,27.19,-72.54,509
10486,-1.08,-0.37,0.23,28.67,19.5,-90.48,510
10506,-1.15,-0.43,0.19,42.02,22.85,-99.91,511
10526,-1.39,-0.44,0.25,54.48,27.47,-113.78,512
10546,-1.47,-0.45,0.27,96.41,44.43,-142.19,514
10566,-1.59,-0.2,0.12,98.36,38.5,-133.53,516
10587,-1.2,-0.33,0.22,100.19,47.04,-139.44,517
10606,-1.07,-0.42,0.25,73.99,29.63,-131.58,517
10627,-0.94,-0.56,0.12,3.47,2.34,-104.07,516
10646,-0.73,-0.79,0.1,-23.36,-14.46,-77.7,515
10667,-0.34,-0.99,-0.14,-34.59,-20.41,-36.49,513
10686,-0.07,-0.88,-0.08,-25.29,-34.64,1.57,511
10706,0.27,-1.13,-0.4,-7.72,-27.94,41.41,509
10726,0.23,-0.73,0.2,58.5,22.26,75.69,508
10746,-0.18,-0.78,0.23,49.02,-17.24,145.25,508
10766,-0.05,-0.58,0.09,11.87,-30.4,182.13,508
10786,-0.25,-0.66,0.14,-9.64,-27.18,208.39,509
10806,-0.3,-0.66,0.22,-20.4,-30.26,233.37,509
10826,-0.36,-0.78,0.16,-14.91,-30.06,251.67,510
10846,-0.55,-0.8,0.2,-2.01,-20.52,258.77,510
10866,-0.7,-0.62,0.24,-9.5,-26.09,256.47,510
10886,-0.76,-0.41,0.19,-37.07,-35.77,263.92,509
