Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693163434.609788
ThreadStarted;1693163434.610982
WorkerResourceThreadStarted;1693163434.611985
DeviceConnected;1693163434.9138
Filename;0_2023_08_27_19_10_35_szqIkElXLzhpc62wAAA9.json
ProcessReady;1693163434.965957
FirstDataSent;1693163435.124256
FirstResponseReceived;1693163435.174346
TheadStopped;1693163445.616988
