Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Capacitance
7266,-0.9,-0.3,0.07,-2.74,-0.76,-0.22,471
7286,-0.9,-0.32,0.08,-2.36,-0.56,-0.27,469
7306,-0.9,-0.29,0.07,-1.05,0.08,-0.58,469
7326,-0.91,-0.28,0.07,-1.32,0.1,-0.53,469
7346,-0.9,-0.29,0.07,-2.18,-0.07,-0.54,469
7366,-0.9,-0.31,0.07,-2.55,-0.31,-0.77,469
7387,-0.92,-0.31,0.08,-2.38,-0.19,-0.7,469
7406,-0.9,-0.29,0.05,-2.99,-0.8,-0.38,469
7427,-0.91,-0.29,0.07,-2.45,-0.82,-0.42,469
7446,-0.89,-0.31,0.08,-2.26,-0.37,-0.45,469
7467,-0.91,-0.29,0.09,-2.79,-0.69,-0.88,469
7486,-0.9,-0.26,0.11,-4.03,0.25,-1.23,469
7506,-0.91,-0.22,0.12,-8.91,-1.93,-1.6,469
7526,-0.93,-0.26,0.07,-13.34,-2.95,-2.38,469
7546,-0.92,-0.3,0.05,-13.46,-4.82,-3.31,469
7566,-0.91,-0.35,0.04,-8.91,-4.07,-4.58,469
7586,-0.92,-0.27,0.06,-6.24,-7.99,-4.42,469
7606,-0.92,-0.21,0.07,-8.01,-4.63,-4.79,469
7626,-0.92,-0.26,0.06,-8.94,-2.63,-7.08,469
7646,-0.89,-0.32,0.05,-4.27,-1.28,-8.65,470
7666,-0.92,-0.35,0.03,4.58,2.94,-10.83,470
7686,-0.92,-0.25,0.06,6.58,3.03,-11.09,470
7706,-0.94,-0.19,0.05,3.39,2.8,-12.13,470
7727,-0.91,-0.25,0.06,3.49,3.15,-15.46,471
7746,-0.9,-0.36,0.06,9.39,7.01,-18.77,471
7767,-0.9,-0.35,0.07,13.21,7.72,-17.67,471
7786,-0.9,-0.32,0.06,13.93,8.14,-19.64,472
7806,-0.92,-0.22,0.04,15.49,8.89,-21.67,472
7826,-0.96,-0.14,0.06,17.82,10.85,-28.32,473
7846,-0.98,-0.14,0.11,27.03,14.92,-38.7,474
7866,-0.97,-0.12,0.14,49.81,29.37,-53.72,475
7886,-1.08,-0.03,0.27,62.17,26.02,-62.45,477
7906,-1.02,0.04,0.31,41.85,23.92,-64.71,480
7926,-1.01,-0.14,0.22,-0.59,14.47,-63.84,482
7946,-0.95,-0.46,0.11,-24.27,9.31,-60.12,483
7966,-0.88,-0.74,0.01,-18.79,7.82,-50.87,483
7986,-0.81,-0.72,0.06,-1.66,7.24,-38.01,483
8006,-0.79,-0.56,0.1,-1.22,-12.54,-2.64,483
8027,-0.73,-0.44,0.1,-10.56,-29.55,36.16,482
8046,-0.89,-0.34,0.06,-27.32,-44.92,64.66,482
8067,-0.92,-0.43,0.11,-31.26,-54.86,81.5,483
8086,-0.91,-0.55,0.14,-5.71,-49.12,87.17,482
8107,-0.87,-0.48,0.13,15.49,-41.61,98.57,483
8126,-0.79,-0.37,0.14,17.07,-33.61,106.49,482
8146,-0.84,-0.29,0.13,8.29,-30.91,117.15,481
8166,-0.88,-0.25,0.11,-6.19,-34.71,116.22,480
8186,-0.81,-0.33,0.14,-13.37,-40.68,111.21,479
8206,-0.68,-0.44,0.1,0.57,-28.27,95.06,479
8226,-0.85,-0.36,0.13,11.29,-21.11,92.59,478
8246,-0.89,-0.02,0.12,-0.18,-27.05,100.07,478
8266,-0.87,-0.15,0.08,-11.71,-23.0,60.57,478
8286,-0.87,-0.34,0.21,8.74,-7.09,44.89,479
8306,-0.81,-0.23,0.13,35.09,9.82,28.55,479
