Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1695642352.423854
ThreadStarted;1695642352.424858
WorkerResourceThreadStarted;1695642352.426856
DeviceConnected;1695642352.929471
Filename;0_2023_09_25_11_45_52__s_o8UzLu-D5LK5FAACT.json
ProcessReady;1695642353.016784
FirstDataSent;1695642353.146436
FirstResponseReceived;1695642353.237406
TheadStopped;1695642363.640059
