Feature;Value
ApplicationName;GaitAnalysis
TestType;Broker
DeviceURL;http://192.168.2.125:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1682096.934894
BluetoothConnected;1682096.958886
ThreadStarted:1682101.708890
SocketInitialized;1682101.714180
DeviceConnected:1682101.800983
FilenameTime:1682101.820358
Filename:1_2023_08_18_23_01_16_-fUHikGngNqbwvfwAAAS.json
ProcessReady;1682101.826053
FirstResponseReceived;1682101.865509
