Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;18000
TestDataRepeatCount;1
ThreadCreated;1692437434.496915
ThreadStarted;1692437434.497915
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692437434.497915
BrokerIPAssigned;1692437434.672911
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;0.5686438102936416
AssignWorkerDeviceRequested;1692437434.673915
WorkerDeviceAssigned;1692437434.78094
WorkerIP;212.253.104.215
CPU_Usage;1.5037593984962405
WorkerResourceThreadStarted;1692437434.782944
CloudResourceThreadStarted;1692437434.783941
DeviceConnected;1692437435.100978
Filename;undefined_2023_08_19_12_30_37_q38_m53f_o_lMxXuAAAL.json
Filename;0_2023_08_19_12_30_36_KiVEi-emd0L32hZXAAAJ.json
ProcessReady;1692437435.244258
FirstDataSent;1692437435.317637
FirstResponseReceived;1692437435.360323
TheadStopped;1692437799.801635
