Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693163335.911755
ThreadStarted;1693163335.912756
WorkerResourceThreadStarted;1693163335.913775
DeviceConnected;1693163336.204372
Filename;0_2023_08_27_19_08_57_abjqWawEOo3KcdBDAAA1.json
ProcessReady;1693163336.253695
FirstDataSent;1693163336.410473
FirstResponseReceived;1693163336.458269
TheadStopped;1693163346.896738
