Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1671291.352819
BluetoothConnected;1671291.375477
ThreadStarted:1671304.654678
SocketInitialized;1671304.660641
DeviceConnected:1671305.165515
FilenameTime:1671305.270557
Filename:1_2023_08_18_16_31_21_lJDwNE2pPjnmh5crAAAV.json
ProcessReady;1671305.330676
FirstResponseReceived;1671305.431350
