Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1672120.872355
BluetoothConnected;1672120.895371
ThreadStarted:1672126.754282
SocketInitialized;1672126.759261
DeviceConnected:1672127.472206
FilenameTime:1672127.568175
Filename:1_2023_08_18_17_14_56_g2tnzROnf2nALNfGAAAt.json
ProcessReady;1672127.670853
FirstResponseReceived;1672127.877858
