Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692439745.768483
ThreadStarted;1692439745.768483
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692439745.768483
BrokerIPAssigned;1692439745.936387
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;0.5686438102936416
AssignWorkerDeviceRequested;1692439745.937385
WorkerDeviceAssigned;1692439746.047887
WorkerIP;212.253.104.215
CPU_Usage;1.0075566750629705
WorkerResourceThreadStarted;1692439746.049706
CloudResourceThreadStarted;1692439746.050711
DeviceConnected;1692439746.339293
Filename;undefined_2023_08_19_13_09_08_rumiXWlOP4rh1j6_AAAx.json
Filename;0_2023_08_19_13_09_07_Daqs-eWeKUpngAvmAAAv.json
ProcessReady;1692439746.471173
FirstDataSent;1692439746.547637
FirstResponseReceived;1692439746.599307
TheadStopped;1692439757.042911
