Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693163582.441253
ThreadStarted;1693163582.441253
WorkerResourceThreadStarted;1693163582.442252
DeviceConnected;1693163582.742202
Filename;0_2023_08_27_19_13_03_Ni0keWRRWU1T1vAvAABJ.json
ProcessReady;1693163582.79202
FirstDataSent;1693163582.951253
FirstResponseReceived;1693163582.999859
TheadStopped;1693163593.432137
