Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1695642176.202378
ThreadStarted;1695642176.203374
WorkerResourceThreadStarted;1695642176.204362
DeviceConnected;1695642176.675129
Filename;0_2023_09_25_11_42_56_xrG4Ka1-w5cxr76xAACF.json
ProcessReady;1695642176.750364
FirstDataSent;1695642176.888992
FirstResponseReceived;1695642176.966988
TheadStopped;1695642187.384099
