Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693163385.475959
ThreadStarted;1693163385.476997
WorkerResourceThreadStarted;1693163385.478011
DeviceConnected;1693163385.766783
Filename;0_2023_08_27_19_09_46_5iFhISRvRqLiR1yuAAA5.json
ProcessReady;1693163385.815776
FirstDataSent;1693163385.972134
FirstResponseReceived;1693163386.020938
TheadStopped;1693163396.454256
