Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1654159.529441
BluetoothConnected;1654159.568619
ThreadStarted:1654176.633771
AssignFogNode_Latitude;41.1073167
AssignFogNode_Longitude;28.7827155
AssignFogNodeRequested;1654176.638709
AssignWorkerDeviceRequested;1654176.891694
BrokerIPAssigned;1654176.890841
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;17.817096378779162
SocketInitialized;1654176.991064
WorkerDeviceAssigned;1654176.978158
WorkerIP;192.168.2.151
CPU_Usage;1.2562814070351758
DeviceConnected:1654177.248375
FilenameTime:1654177.310547
Filename:undefined_2023_08_18_14_45_17_eaXflMX7PV8RCtVPAAAj.json
FilenameTime:1654177.354898
Filename:1_2023_08_18_14_45_17_UAfQcfJL2dVzvLpfAAAh.json
ProcessReady;1654177.356255
FirstResponseReceived;1654177.408176
