Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692404336.580995
ThreadStarted;1692404336.580995
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692404336.580995
BrokerIPAssigned;1692404336.694341
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
AssignWorkerDeviceRequested;1692404336.695339
WorkerDeviceAssigned;1692404336.707331
WorkerIP;192.168.2.125
CPU_Usage;1.5075376884422065
WorkerResourceThreadStarted;1692404336.70933
BrokerResourceThreadStarted;1692404336.710329
CloudResourceThreadStarted;1692404336.71133
DeviceConnected;1692404336.755304
Filename;0_2023_08_19_03_18_57_A4IgAmYHLwjsL_shAAA5.json
ProcessReady;1692404336.782288
FirstDataSent;1692404336.967809
FirstResponseReceived;1692404336.974918
TheadStopped;1692404347.453878
