Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;18000
TestDataRepeatCount;1
ThreadCreated;1692399859.599876
ThreadStarted;1692399859.602244
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692399859.602244
BrokerIPAssigned;1692399859.704541
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
AssignWorkerDeviceRequested;1692399859.705545
WorkerDeviceAssigned;1692399859.724706
WorkerIP;192.168.2.125
CPU_Usage;1.2562814070351758
WorkerResourceThreadStarted;1692399859.72671
BrokerResourceThreadStarted;1692399859.727707
CloudResourceThreadStarted;1692399859.727707
DeviceConnected;1692399859.775408
Filename;0_2023_08_19_02_04_20_4lrxW_PZesBKyZALAAAD.json
ProcessReady;1692399859.845404
FirstDataSent;1692399859.980636
FirstResponseReceived;1692399859.986805
TheadStopped;1692400224.474715
