Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1695642277.177062
ThreadStarted;1695642277.178849
WorkerResourceThreadStarted;1695642277.179871
DeviceConnected;1695642277.666722
Filename;0_2023_09_25_11_44_37_Z-VeDItg7tJk8fQ7AACN.json
ProcessReady;1695642277.737992
FirstDataSent;1695642277.881733
FirstResponseReceived;1695642277.96681
TheadStopped;1695642288.364327
