Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Capacitance

7266,-0.87,-0.39,0.06,0.13,-2.23,-2.29,490

7286,-0.88,-0.39,0.04,-0.87,-4.4,0.05,488

7306,-0.86,-0.37,0.05,-0.22,-4.46,-1.88,488

7326,-0.87,-0.39,0.06,0.94,-3.91,-7.58,488

7346,-0.89,-0.34,0.07,1.19,-4.31,4.93,488

7366,-0.88,-0.32,0.07,1.26,-3.97,-1.65,488

7387,-0.9,-0.33,0.07,0.24,-4.15,-6.84,488

7406,-0.89,-0.33,0.07,-2.0,-4.25,-3.66,488

7427,-0.89,-0.34,0.08,-1.64,-3.83,-4.58,488

7446,-0.89,-0.36,0.08,-0.49,-3.56,4.39,488

7467,-0.87,-0.41,0.08,1.63,-3.1,7.03,488

7486,-0.88,-0.39,0.08,2.33,-3.44,-2.64,488

7506,-0.88,-0.35,0.07,2.47,-3.67,2.42,488

7526,-0.89,-0.33,0.08,2.45,-3.02,6.51,488

7546,-0.9,-0.32,0.09,3.29,-3.91,4.85,488

7566,-0.9,-0.26,0.08,3.52,-2.73,-1.2,488

7586,-0.93,-0.22,0.08,1.6,-2.6,-3.35,488

7606,-0.94,-0.25,0.13,3.16,-1.94,-8.4,488

7626,-0.98,-0.18,0.09,10.21,1.53,-15.75,488

7646,-0.98,-0.11,0.11,21.17,6.36,-19.46,489

7666,-0.99,-0.17,0.14,36.36,17.04,-34.39,490

7686,-1.04,-0.1,0.16,44.51,18.06,-33.19,491

7706,-1.06,0.01,0.23,44.77,25.72,-46.16,493

7727,-1.12,0.05,0.26,26.71,19.39,-55.61,495

7746,-0.99,-0.16,0.28,-0.8,12.79,-63.81,497

7767,-0.83,-0.53,0.18,-14.94,13.6,-70.06,497

7786,-0.75,-0.7,0.1,-8.34,14.09,-57.15,498

7806,-0.73,-0.65,0.09,-3.81,3.69,-7.21,498

7826,-0.75,-0.5,-0.04,-8.39,-7.09,19.61,499

7846,-0.91,-0.43,0.02,-16.55,-28.78,48.14,499

7866,-0.86,-0.5,0.08,-16.32,-38.67,67.58,499

7886,-0.85,-0.48,0.18,-2.65,-40.57,90.52,498

7906,-0.81,-0.28,0.16,5.77,-37.44,116.11,498

7926,-0.79,-0.3,0.18,5.38,-32.67,108.09,498

7946,-0.81,-0.43,0.18,15.92,-20.76,104.46,497

7966,-0.85,-0.32,0.16,24.13,-21.65,105.88,496

7986,-0.89,-0.16,0.14,13.68,-24.67,103.23,496

8006,-0.92,-0.06,0.15,-4.66,-31.99,104.85,495

8027,-0.93,-0.11,0.2,-11.9,-29.38,89.23,494

8046,-0.91,-0.17,0.2,-4.57,-23.7,57.82,494

8067,-0.89,-0.15,0.16,0.03,-17.77,47.88,493

8086,-0.88,-0.16,0.18,-1.99,-13.04,32.19,493

8107,-0.89,-0.12,0.18,-11.03,-12.83,26.46,493

8126,-0.94,-0.09,0.16,-22.95,-14.11,6.1,494

8146,-0.89,-0.25,0.18,-25.15,-9.65,3.48,494

8166,-0.87,-0.33,0.22,-13.67,-4.4,-12.23,494

8186,-0.87,-0.24,0.07,-6.94,9.66,-22.82,494

8206,-0.9,-0.15,0.06,-10.17,11.66,-32.44,494

8226,-0.75,-0.29,0.02,-11.81,17.98,-40.66,494

8246,-0.93,-0.37,0.26,-3.18,21.78,-52.99,494

8266,-1.14,-0.08,0.43,-4.94,17.66,-21.68,495

8286,-1.19,0.13,0.24,-30.72,12.87,-27.9,495

8306,-0.95,-0.17,0.18,-48.42,9.25,-53.16,496

8326,-0.74,-0.44,0.1,-26.31,21.33,-40.86,495

8346,-0.94,-0.21,-0.02,-3.27,31.72,-26.57,495

8367,-1.08,-0.13,-0.07,-14.71,22.55,-39.91,495

8386,-0.97,-0.14,-0.06,-44.55,6.24,-31.73,494

8407,-0.72,-0.42,0.1,-64.91,1.82,-26.63,494

8426,-0.78,-0.74,0.25,-43.35,16.04,-19.64,494

8446,-0.87,-0.43,0.14,-22.58,16.46,-26.11,494

8466,-0.77,-0.38,0.01,-25.91,17.46,-2.22,494

8486,-0.92,-0.48,0.07,-15.91,21.6,-8.34,494

8506,-0.96,-0.35,0.07,-8.66,14.59,6.84,494

8526,-0.87,-0.4,-0.01,-2.51,19.46,-12.07,494

8546,-0.91,-0.43,-0.04,12.94,25.31,-12.24,493

8566,-0.96,-0.24,-0.04,20.79,24.53,-11.46,493

8586,-0.94,-0.2,-0.0,11.23,19.91,-10.1,493

8606,-0.85,-0.4,0.09,17.45,24.0,-12.12,493

8626,-0.89,-0.37,0.09,38.1,32.3,-19.03,492

8646,-0.97,-0.11,0.11,41.17,29.95,-22.91,492

8667,-1.0,0.04,-0.06,18.04,22.32,-9.64,492

8686,-0.92,-0.05,-0.04,0.76,18.5,-21.57,492

8707,-0.96,-0.17,-0.01,-1.62,19.34,-23.03,491

8726,-0.93,-0.2,-0.01,0.64,19.72,-29.15,491

8747,-0.93,-0.22,-0.06,-1.99,19.6,-36.93,492

8766,-0.91,-0.27,-0.06,-4.63,19.28,-35.31,492

8786,-0.87,-0.35,-0.07,-4.84,16.85,-38.37,492

8806,-0.88,-0.39,-0.02,-3.38,16.14,-29.82,492

8826,-0.82,-0.46,0.11,2.79,16.5,-48.93,492

8846,-0.79,-0.43,0.08,27.45,33.4,-51.0,493

8866,-1.0,-0.18,-0.03,30.36,34.04,-47.76,494

8886,-0.92,-0.2,-0.06,16.99,22.26,-60.82,494

8906,-0.84,-0.36,0.01,20.99,30.5,-69.29,494

8926,-0.89,-0.39,0.06,34.03,36.35,-86.84,494

8946,-0.88,-0.38,0.04,38.51,37.24,-85.03,496

8966,-0.92,-0.37,0.03,44.51,42.9,-79.78,498

8986,-1.06,-0.38,0.07,43.26,44.61,-86.61,499

9007,-1.04,-0.38,0.06,37.87,42.09,-101.75,501

9026,-1.11,-0.41,0.1,36.59,43.62,-108.13,503

9047,-1.53,-0.35,0.34,48.18,52.33,-121.9,506

9066,-1.6,-0.39,0.44,62.51,51.08,-128.14,508

9086,-1.4,-0.4,0.47,72.22,57.02,-133.14,511

9106,-1.15,-0.46,0.01,34.51,32.84,-116.73,511

9126,-0.82,-0.55,-0.37,-39.74,0.99,-92.66,511

9146,-0.5,-0.68,-0.43,-84.71,-17.56,-69.77,510

9166,-0.36,-0.96,-0.37,-77.18,-16.8,-47.37,512

9186,-0.3,-0.9,-0.21,-48.81,-42.57,-8.13,514

9206,-0.01,-1.05,-0.55,6.39,-27.38,29.03,512

9226,-0.21,-0.7,-0.14,34.5,-25.64,61.12,511

9246,-0.28,-0.72,-0.11,32.91,-71.79,121.59,509

9266,-0.11,-0.69,-0.11,35.34,-64.51,155.72,507

9286,-0.35,-0.74,-0.04,36.97,-82.86,182.29,506

9307,-0.42,-0.65,-0.06,13.32,-99.51,219.31,505

9326,-0.56,-0.62,0.06,-9.55,-109.73,228.38,504

9347,-0.69,-0.62,0.09,-18.69,-115.09,233.34,503

9366,-0.72,-0.62,0.14,-47.21,-119.57,225.14,501

9387,-0.73,-0.63,0.19,-61.79,-117.31,224.37,499

9406,-0.78,-0.54,0.17,-55.27,-106.87,215.18,496

9426,-0.94,-0.52,0.25,-11.82,-73.86,183.09,494

9446,-0.9,-0.38,0.14,30.24,-46.12,156.3,493

9466,-0.95,-0.21,-0.11,44.33,-18.15,115.98,491

