Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692404117.25802
ThreadStarted;1692404117.25802
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692404117.25802
BrokerIPAssigned;1692404117.367957
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
AssignWorkerDeviceRequested;1692404117.367957
WorkerDeviceAssigned;1692404117.381948
WorkerIP;192.168.2.125
CPU_Usage;0.75949367088608
WorkerResourceThreadStarted;1692404117.384947
BrokerResourceThreadStarted;1692404117.385946
CloudResourceThreadStarted;1692404117.389943
DeviceConnected;1692404117.433136
Filename;0_2023_08_19_03_15_18_BzSVMbxYADyWc9EkAAAn.json
ProcessReady;1692404117.45917
FirstDataSent;1692404117.637726
FirstResponseReceived;1692404117.646214
TheadStopped;1692404128.119353
