Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692403870.242691
ThreadStarted;1692403870.24369
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692403870.24369
BrokerIPAssigned;1692403870.337271
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
AssignWorkerDeviceRequested;1692403870.338194
WorkerDeviceAssigned;1692403870.347567
WorkerIP;192.168.2.125
CPU_Usage;1.7632241813602012
WorkerResourceThreadStarted;1692403870.349505
BrokerResourceThreadStarted;1692403870.35051
CloudResourceThreadStarted;1692403870.351508
DeviceConnected;1692403870.391194
Filename;0_2023_08_19_03_11_11_JDryIWyZJiFy-7w6AAAT.json
ProcessReady;1692403870.419954
FirstDataSent;1692403870.597441
FirstResponseReceived;1692403870.606458
TheadStopped;1692403881.092723
