Feature;Value
ApplicationName;GaitAnalysis
TestType;Broker
DeviceURL;http://192.168.2.125:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1683024.214385
BluetoothConnected;1683024.240856
ThreadStarted:1683046.795788
SocketInitialized;1683046.800862
DeviceConnected:1683046.887853
FilenameTime:1683046.910337
Filename:1_2023_08_18_23_17_01_9cZfAPxN8epScOyLAAAq.json
ProcessReady;1683046.916387
FirstResponseReceived;1683046.943020
