Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692404410.037193
ThreadStarted;1692404410.037193
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692404410.037193
BrokerIPAssigned;1692404410.137021
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
AssignWorkerDeviceRequested;1692404410.137021
WorkerDeviceAssigned;1692404410.151013
WorkerIP;192.168.2.125
CPU_Usage;1.5151515151515138
WorkerResourceThreadStarted;1692404410.153012
BrokerResourceThreadStarted;1692404410.154012
CloudResourceThreadStarted;1692404410.156012
DeviceConnected;1692404410.199986
Filename;0_2023_08_19_03_20_11_0dSjDNsDjquYKctOAAA_.json
ProcessReady;1692404410.22597
FirstDataSent;1692404410.417571
FirstResponseReceived;1692404410.425312
TheadStopped;1692404420.899723
