Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1653487.462896
BluetoothConnected;1653487.500592
ThreadStarted:1653575.395685
AssignFogNode_Latitude;41.1073161
AssignFogNode_Longitude;28.7825981
AssignFogNodeRequested;1653575.400404
AssignWorkerDeviceRequested;1653575.576650
BrokerIPAssigned;1653575.575584
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;17.824814769797356
SocketInitialized;1653575.692342
WorkerDeviceAssigned;1653575.678489
WorkerIP;192.168.2.151
CPU_Usage;0.5063291139240533
DeviceConnected:1653575.974982
FilenameTime:1653576.213271
Filename:undefined_2023_08_18_14_35_16_blvy3OWKToqOtOSjAAAN.json
FilenameTime:1653576.214176
Filename:1_2023_08_18_14_35_16_UeCWPl_ONc44r3qUAAAL.json
ProcessReady;1653576.239235
FirstResponseReceived;1653576.300472
