Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;374606.090503
BluetoothConnected;374606.133598
ThreadStarted:374612.898179
SocketInitialized;374612.913534
DeviceConnected:374613.455476
FilenameTime:374613.551952
Filename:1_2023_09_19_08_30_20_C5OlLbkTGLo7__6kAAAX.json
ProcessReady;374613.620298
FirstResponseReceived;374613.744095
