Feature;Value
ApplicationName;GaitAnalysis
TestType;Broker
DeviceURL;http://192.168.2.125:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693167838.646675
ThreadStarted;1693167838.647667
WorkerResourceThreadStarted;1693167838.647667
DeviceConnected;1693167838.681976
Filename;0_2023_08_27_23_24_00_9eK-1Zne7ZDGWrWoAAAX.json
ProcessReady;1693167838.690969
FirstDataSent;1693167838.890985
FirstResponseReceived;1693167838.903902
TheadStopped;1693167849.374256
