Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692404041.910735
ThreadStarted;1692404041.911733
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692404041.911733
BrokerIPAssigned;1692404042.017647
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
AssignWorkerDeviceRequested;1692404042.017647
WorkerDeviceAssigned;1692404042.027431
WorkerIP;192.168.2.125
CPU_Usage;1.749999999999996
WorkerResourceThreadStarted;1692404042.028773
BrokerResourceThreadStarted;1692404042.029779
CloudResourceThreadStarted;1692404042.030778
DeviceConnected;1692404042.070375
Filename;0_2023_08_19_03_14_02_oV8duWXApAPVwSFdAAAh.json
ProcessReady;1692404042.097151
FirstDataSent;1692404042.282725
FirstResponseReceived;1692404042.290077
TheadStopped;1692404052.776605
