Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1671633.350279
BluetoothConnected;1671633.373206
ThreadStarted:1671640.511210
SocketInitialized;1671640.516453
DeviceConnected:1671640.960563
FilenameTime:1671641.060552
Filename:1_2023_08_18_17_06_50_8A2EvprfwPYuJzFVAAAh.json
ProcessReady;1671641.163171
FirstResponseReceived;1671641.260223
