Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Capacitance

7266,-0.63,-0.63,0.15,13.34,9.07,0.51,513

7286,-0.7,-0.38,0.14,-5.85,-4.23,31.85,511

7306,-0.78,-0.41,0.17,-29.39,-14.6,54.7,511

7326,-0.76,-0.53,0.23,-29.18,-19.22,79.65,511

7346,-0.78,-0.49,0.25,-19.27,-14.14,96.03,512

7366,-0.85,-0.39,0.21,-21.7,-14.6,111.69,512

7387,-0.89,-0.35,0.22,-24.55,-13.99,125.69,512

7406,-0.86,-0.34,0.22,-23.63,-12.17,127.49,512

7427,-0.83,-0.41,0.21,-16.95,-6.44,111.84,511

7446,-0.79,-0.4,0.2,-4.96,0.49,121.51,510

7467,-0.83,-0.29,0.16,2.18,3.72,115.33,510

7486,-0.95,-0.24,0.17,-3.79,2.35,118.64,510

7506,-0.92,-0.14,0.19,-8.64,-2.19,103.29,510

7526,-0.92,-0.11,0.12,-10.95,-4.61,76.44,509

7546,-0.93,-0.25,0.12,-9.5,1.62,73.97,509

7566,-0.87,-0.23,0.18,4.38,1.74,46.96,510

7586,-0.99,-0.08,0.08,8.41,4.67,26.94,510

7606,-0.96,-0.02,0.16,-5.59,-2.46,17.44,510

7626,-0.85,-0.14,0.14,-17.88,-2.9,-9.5,510

7646,-0.93,-0.15,0.16,-35.16,-8.84,-11.03,509

7666,-0.86,-0.14,0.12,-58.29,-20.17,-26.68,509

7686,-0.76,-0.22,0.09,-77.53,-24.69,-18.98,508

7706,-0.71,-0.44,0.1,-87.38,-26.63,-35.15,508

7727,-0.74,-0.5,0.27,-45.96,0.12,-28.4,508

7746,-1.15,-0.09,0.58,20.01,40.15,13.03,509

7767,-1.47,0.25,0.48,13.62,15.39,-21.45,510

7786,-1.02,-0.03,0.11,-38.46,-21.48,-50.16,511

7806,-0.74,-0.42,-0.1,-27.1,2.76,-30.73,510

7826,-0.89,-0.45,-0.12,7.27,27.22,-35.11,509

7846,-0.94,-0.26,0.16,3.49,21.34,-27.68,509

7866,-0.92,-0.32,0.33,-6.51,15.07,-27.64,509

7886,-0.83,-0.37,0.23,-10.64,6.91,-24.67,509

7906,-0.78,-0.49,0.13,9.42,20.04,-37.89,509

7926,-0.93,-0.28,0.1,32.38,32.64,-32.54,509

7946,-0.97,-0.13,0.05,8.18,24.79,-31.64,510

7966,-0.93,-0.19,0.15,-0.02,19.68,-27.73,510

7986,-1.0,-0.14,0.04,-7.65,16.04,-20.23,510

8006,-0.89,-0.3,-0.05,-15.74,11.27,-15.15,510

8027,-0.92,-0.39,-0.04,0.79,16.91,-21.88,510

8046,-0.96,-0.16,-0.03,2.15,18.7,-22.35,510

8067,-0.94,-0.14,0.04,-15.01,9.16,-27.26,509

8086,-0.94,-0.31,0.06,-17.57,6.87,-24.58,509

8107,-0.9,-0.3,0.03,-13.13,8.0,-24.8,509

8126,-0.87,-0.31,0.05,-13.59,6.0,-30.6,509

8146,-0.92,-0.46,0.09,1.98,14.01,-26.94,509

8166,-0.9,-0.33,-0.0,5.1,10.64,-13.56,509

8186,-0.86,-0.37,0.02,4.2,11.85,-22.26,509

8206,-0.92,-0.35,0.06,7.77,11.89,-24.7,509

8226,-0.85,-0.36,0.04,7.01,8.69,-21.36,509

8246,-0.87,-0.41,0.06,15.25,14.49,-27.74,509

8266,-0.9,-0.36,0.06,14.2,10.43,-19.34,509

8286,-0.84,-0.36,0.05,7.07,9.88,-20.2,509

8306,-0.86,-0.43,0.04,0.23,8.1,-13.04,509

8326,-0.86,-0.44,0.05,5.16,8.52,-21.95,509

8346,-0.9,-0.34,0.09,11.66,11.59,-10.57,509

8367,-0.92,-0.3,0.09,4.3,6.27,-13.76,509

8386,-0.89,-0.34,0.02,-8.49,0.76,-19.47,509

8407,-0.86,-0.37,-0.02,-18.26,-2.72,-17.53,508

8426,-0.83,-0.42,0.02,-13.56,-1.25,-18.01,508

8446,-0.84,-0.35,0.03,-6.18,1.04,-23.26,508

8466,-0.9,-0.35,-0.0,-6.57,0.82,-24.29,509

8486,-0.82,-0.42,-0.01,-8.89,-0.67,-27.58,508

8506,-0.87,-0.47,0.05,-8.22,1.49,-31.86,508

8526,-0.91,-0.53,0.06,8.15,4.78,-30.69,508

8546,-0.84,-0.32,-0.01,16.78,5.63,-30.18,508

8566,-0.88,-0.36,-0.05,13.72,4.52,-33.64,508

8586,-0.88,-0.25,-0.08,17.14,5.3,-38.8,509

8606,-0.99,-0.06,-0.15,20.75,7.89,-39.19,509

8626,-1.04,-0.04,-0.14,15.07,2.36,-64.92,509

8646,-1.08,-0.27,-0.01,-3.68,-10.09,-70.22,509

8667,-0.82,-0.55,0.08,4.93,-7.36,-82.04,509

8686,-0.81,-0.63,0.13,31.08,7.88,-88.46,510

8707,-0.98,-0.64,0.26,60.84,21.62,-107.38,511

8726,-1.12,-0.52,0.31,68.3,20.35,-108.62,513

8747,-1.13,-0.56,0.32,73.77,17.72,-123.22,514

8766,-1.07,-0.44,0.38,99.98,29.74,-113.32,516

8786,-1.02,-0.28,0.39,88.04,23.37,-109.31,517

8806,-0.99,-0.36,0.3,68.04,12.0,-108.29,516

8826,-0.93,-0.41,0.07,18.66,-12.03,-79.32,515

8846,-0.82,-0.63,-0.05,-30.31,-21.28,-75.46,515

8866,-0.57,-1.04,-0.1,-27.18,-11.15,-78.39,514

8886,-0.33,-1.21,0.01,15.01,12.18,-55.9,514

8906,-0.34,-0.86,0.16,55.01,30.5,-16.39,513

8926,-0.31,-0.61,0.09,36.04,16.41,28.55,513

8946,-0.36,-0.57,0.11,15.4,9.85,81.62,512

8966,-0.37,-0.7,0.04,-17.02,-7.38,118.1,511

8986,-0.39,-0.78,0.09,-18.35,-15.09,145.11,511

9007,-0.36,-0.76,0.11,-4.43,-11.45,171.01,511

