Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Capacitance

7266,-0.88,-0.36,0.09,0.7,-1.11,-4.03,502

7286,-0.89,-0.35,0.08,-1.06,-1.64,0.94,500

7306,-0.88,-0.37,0.07,-1.39,-2.15,1.33,500

7326,-0.87,-0.39,0.07,0.22,-1.38,0.09,500

7346,-0.88,-0.38,0.08,0.62,-1.17,6.05,500

7366,-0.89,-0.36,0.07,0.38,-1.45,-8.66,500

7387,-0.89,-0.34,0.07,-0.51,-1.98,2.5,500

7406,-0.89,-0.33,0.08,-1.41,-2.42,5.62,500

7427,-0.88,-0.35,0.07,-1.61,-2.26,0.52,500

7446,-0.88,-0.37,0.08,-1.0,-1.74,-0.31,500

7467,-0.88,-0.37,0.08,-0.62,-2.0,6.88,500

7486,-0.88,-0.36,0.1,-0.94,-2.36,7.89,499

7506,-0.89,-0.34,0.08,-1.81,-2.5,0.28,500

7526,-0.88,-0.34,0.07,-2.51,-2.96,2.44,500

7546,-0.89,-0.36,0.07,-2.17,-3.16,-4.21,499

7566,-0.89,-0.36,0.08,-1.03,-2.36,-1.99,500

7586,-0.89,-0.36,0.08,-0.36,-2.01,0.29,500

7606,-0.88,-0.36,0.09,-0.37,-2.61,2.43,499

7626,-0.89,-0.35,0.08,-0.66,-2.58,0.04,500

7646,-0.89,-0.34,0.09,-0.81,-2.32,4.53,499

7666,-0.89,-0.35,0.09,-1.76,-2.82,5.15,500

7686,-0.89,-0.34,0.08,-1.9,-4.09,0.06,500

7706,-0.89,-0.33,0.09,-2.33,-2.77,0.29,499

7727,-0.89,-0.33,0.09,-4.45,-4.47,6.2,499

7746,-0.88,-0.35,0.07,-3.94,-5.48,-1.07,500

7767,-0.9,-0.34,0.08,-1.43,-3.54,1.34,499

7786,-0.89,-0.34,0.09,-0.2,-2.61,-3.28,500

7806,-0.88,-0.37,0.09,1.37,-1.0,1.89,500

7826,-0.9,-0.35,0.08,3.4,-0.71,-2.84,500

7846,-0.89,-0.35,0.05,1.38,0.6,0.93,499

7866,-0.9,-0.39,0.07,3.17,1.13,5.49,500

7886,-0.89,-0.37,0.07,2.33,-1.98,-8.04,499

7906,-0.87,-0.35,0.08,2.82,-0.47,2.33,499

7926,-0.91,-0.35,0.12,1.63,-1.66,1.13,499

7946,-0.89,-0.31,0.1,-0.68,-4.26,-4.58,500

