Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;374818.127224
BluetoothConnected;374818.166221
ThreadStarted:374822.647330
SocketInitialized;374822.658844
DeviceConnected:374823.192636
FilenameTime:374823.295912
Filename:1_2023_09_19_08_33_50_mmDwT-vgVTEM9x0nAAAh.json
ProcessReady;374823.369673
FirstResponseReceived;374823.494062
