Feature;Value
ApplicationName;GaitAnalysis
TestType;Worker
DeviceURL;http://192.168.2.151:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693188830.265849
ThreadStarted;1693188830.26677
WorkerResourceThreadStarted;1693188830.26677
DeviceConnected;1693188830.302626
Filename;0_2023_08_28_05_13_51_TCI0kTnYuZQLDvDcAAA5.json
ProcessReady;1693188830.329136
FirstDataSent;1693188830.517254
FirstResponseReceived;1693188830.525255
TheadStopped;1693188841.007704
