Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1695642427.876531
ThreadStarted;1695642427.877534
WorkerResourceThreadStarted;1695642427.879533
DeviceConnected;1695642428.394679
Filename;0_2023_09_25_11_47_08_1tpxjGi62qj2KElUAACZ.json
ProcessReady;1695642428.474919
FirstDataSent;1695642428.601462
FirstResponseReceived;1695642428.677427
TheadStopped;1695642439.087686
