Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1654070.299151
BluetoothConnected;1654070.337043
ThreadStarted:1654082.462789
AssignFogNode_Latitude;41.1073167
AssignFogNode_Longitude;28.7827155
AssignFogNodeRequested;1654082.467369
AssignWorkerDeviceRequested;1654082.730635
BrokerIPAssigned;1654082.729699
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;17.817096378779162
SocketInitialized;1654082.827439
WorkerDeviceAssigned;1654082.815210
WorkerIP;192.168.2.151
CPU_Usage;0.7575757575757569
DeviceConnected:1654083.112287
FilenameTime:1654083.172876
Filename:undefined_2023_08_18_14_43_43_XJ5nHyESXcUsj-GJAAAh.json
FilenameTime:1654083.219926
Filename:1_2023_08_18_14_43_43_9Zoc1Dbw0rlUXqV_AAAf.json
ProcessReady;1654083.221630
FirstResponseReceived;1654083.322862
